id,terrestrial_date,ls,month,min_temp,pressure
62,2013-01-11,242,9,-65.0,917.0
63,2013-01-12,243,9,-64.0,917.0
64,2013-01-13,243,9,-65.0,922.0
65,2013-01-14,244,9,-64.0,920.0
66,2013-01-15,245,9,-66.0,922.0
67,2013-01-16,245,9,-65.0,918.0
69,2013-01-17,246,9,-67.0,919.0
70,2013-01-18,246,9,-65.0,919.0
71,2013-01-19,247,9,-65.0,919.0
72,2013-01-20,248,9,-65.0,919.0
73,2013-01-21,248,9,-64.0,919.0
74,2013-01-22,249,9,-65.0,922.0
75,2013-01-23,250,9,-65.0,922.0
76,2013-01-24,250,9,-65.0,920.0
77,2013-01-25,251,9,-66.0,923.0
78,2013-01-26,252,9,-66.0,922.0
80,2013-01-27,252,9,-66.0,925.0
81,2013-01-28,253,9,-67.0,925.0
82,2013-01-29,254,9,-67.0,923.0
83,2013-01-30,254,9,-67.0,920.0
84,2013-01-31,255,9,-67.0,921.0
85,2013-02-01,256,9,-68.0,921.0
86,2013-02-02,256,9,-67.0,920.0
87,2013-02-03,257,9,-66.0,921.0
88,2013-02-04,258,9,-66.0,920.0
89,2013-02-06,258,9,-66.0,920.0
91,2013-02-07,259,9,-67.0,919.0
92,2013-02-08,260,9,-67.0,918.0
93,2013-02-09,260,9,-67.0,921.0
94,2013-02-10,261,9,-67.0,921.0
95,2013-02-11,261,9,-67.0,923.0
96,2013-02-12,262,9,-67.0,923.0
97,2013-02-13,263,9,-66.0,922.0
98,2013-02-14,263,9,-67.0,921.0
99,2013-02-15,264,9,-68.0,920.0
100,2013-02-16,265,9,-68.0,920.0
102,2013-02-17,265,9,-66.0,917.0
103,2013-02-18,266,9,-67.0,921.0
106,2013-02-23,269,9,-66.0,916.0
107,2013-02-24,270,10,-68.0,915.0
108,2013-02-25,271,10,-67.0,914.0
109,2013-02-26,271,10,-66.0,917.0
116,2013-03-23,287,10,-71.0,895.0
117,2013-03-24,287,10,-69.0,894.0
118,2013-03-25,288,10,-71.0,894.0
119,2013-03-26,288,10,-70.0,894.0
120,2013-03-27,289,10,-70.0,892.0
121,2013-03-28,290,10,-71.0,894.0
122,2013-03-29,290,10,-69.0,894.0
124,2013-03-30,291,10,-69.0,888.0
125,2013-03-31,292,10,-71.0,890.0
126,2013-04-01,292,10,-69.0,888.0
127,2013-04-02,293,10,-69.0,889.0
128,2013-04-03,293,10,-69.0,890.0
129,2013-04-04,294,10,-70.0,886.0
130,2013-04-05,295,10,-72.0,886.0
131,2013-04-06,295,10,-71.0,883.0
132,2013-04-07,296,10,-70.0,885.0
133,2013-04-08,297,10,-73.0,885.0
135,2013-04-09,297,10,-70.0,884.0
136,2013-04-10,298,10,-72.0,884.0
137,2013-04-11,298,10,-70.0,881.0
138,2013-04-12,299,10,-71.0,884.0
139,2013-04-13,300,11,-69.0,878.0
140,2013-04-14,300,11,-70.0,879.0
141,2013-04-15,301,11,-73.0,878.0
142,2013-04-16,301,11,-71.0,873.0
143,2013-04-17,302,11,-70.0,877.0
144,2013-04-18,303,11,-69.0,873.0
146,2013-04-19,303,11,-70.0,877.0
147,2013-04-20,304,11,-71.0,876.0
148,2013-04-22,304,11,-71.0,874.0
149,2013-04-23,305,11,-71.0,877.0
150,2013-04-24,306,11,-70.0,871.0
151,2013-04-25,306,11,-69.0,877.0
152,2013-04-26,307,11,-70.0,871.0
153,2013-04-27,308,11,-70.0,871.0
154,2013-04-28,308,11,-71.0,869.0
155,2013-04-29,309,11,-72.0,871.0
157,2013-04-30,309,11,-70.0,875.0
158,2013-05-01,310,11,-70.0,868.0
161,2013-05-08,314,11,-70.0,864.0
162,2013-05-09,315,11,-72.0,866.0
164,2013-05-10,315,11,-67.0,863.0
165,2013-05-11,316,11,-69.0,864.0
166,2013-05-12,316,11,-71.0,864.0
167,2013-05-13,317,11,-70.0,861.0
168,2013-05-14,318,11,-70.0,861.0
169,2013-05-15,318,11,-67.0,860.0
244,2013-05-16,319,11,-69.0,858.0
245,2013-05-17,319,11,-69.0,857.0
246,2013-05-18,320,11,-67.0,855.0
247,2013-05-19,321,11,-68.0,856.0
248,2013-05-20,321,11,-69.0,856.0
249,2013-05-21,322,11,-68.0,855.0
250,2013-05-22,322,11,-72.0,856.0
251,2013-05-23,323,11,-68.0,854.0
252,2013-05-24,323,11,-71.0,854.0
253,2013-05-25,324,11,-70.0,852.0
254,2013-05-26,325,11,-71.0,854.0
255,2013-05-27,325,11,-72.0,856.0
256,2013-05-29,326,11,-69.0,854.0
257,2013-05-30,326,11,-71.0,854.0
258,2013-05-31,327,11,-71.0,853.0
259,2013-06-01,327,11,-70.0,853.0
260,2013-06-02,328,11,-71.0,853.0
261,2013-06-03,329,11,-72.0,850.0
262,2013-06-04,329,11,-72.0,852.0
263,2013-06-05,330,12,-71.0,853.0
264,2013-06-06,330,12,-71.0,850.0
265,2013-06-07,331,12,-72.0,849.0
266,2013-06-08,331,12,-72.0,850.0
267,2013-06-09,332,12,-71.0,849.0
286,2013-06-10,333,12,-72.0,852.0
276,2013-06-11,333,12,-73.0,852.0
287,2013-06-12,334,12,-71.0,850.0
283,2013-06-13,334,12,-71.0,849.0
281,2013-06-14,335,12,-70.0,848.0
275,2013-06-15,335,12,-71.0,847.0
280,2013-06-16,336,12,-71.0,848.0
279,2013-06-17,336,12,-72.0,851.0
282,2013-06-18,337,12,-73.0,850.0
284,2013-06-19,338,12,-72.0,848.0
278,2013-06-20,338,12,-71.0,849.0
277,2013-06-21,339,12,-74.0,846.0
285,2013-06-22,339,12,-71.0,845.0
274,2013-06-23,340,12,-77.0,849.0
272,2013-06-24,340,12,-73.0,848.0
273,2013-06-25,341,12,-74.0,850.0
288,2013-06-26,341,12,-74.0,851.0
268,2013-06-27,342,12,-72.0,849.0
270,2013-06-28,342,12,-74.0,849.0
271,2013-06-29,343,12,-73.0,847.0
269,2013-06-30,344,12,-74.0,846.0
289,2013-07-01,344,12,-75.0,847.0
291,2013-07-02,345,12,-74.0,849.0
290,2013-07-03,345,12,-74.0,847.0
292,2013-07-04,346,12,-75.0,850.0
294,2013-07-06,346,12,-74.0,847.0
295,2013-07-07,347,12,-72.0,848.0
296,2013-07-08,347,12,-74.0,848.0
293,2013-07-09,348,12,-75.0,847.0
298,2013-07-10,348,12,-74.0,847.0
297,2013-07-11,349,12,-75.0,848.0
303,2013-07-12,349,12,-74.0,848.0
300,2013-07-13,350,12,-76.0,849.0
299,2013-07-14,350,12,-75.0,849.0
301,2013-07-15,351,12,-74.0,852.0
302,2013-07-16,352,12,-76.0,852.0
305,2013-07-17,352,12,-76.0,852.0
304,2013-07-18,353,12,-75.0,853.0
306,2013-07-19,353,12,-78.0,848.0
308,2013-07-20,354,12,-76.0,849.0
307,2013-07-21,354,12,-76.0,851.0
310,2013-07-22,355,12,-77.0,852.0
309,2013-07-23,355,12,-76.0,851.0
311,2013-07-24,356,12,-77.0,850.0
317,2013-07-25,356,12,-77.0,851.0
312,2013-07-26,357,12,-77.0,853.0
314,2013-07-27,357,12,-76.0,853.0
313,2013-07-28,358,12,-77.0,851.0
315,2013-07-29,358,12,-74.0,850.0
316,2013-07-30,359,12,-75.0,852.0
318,2013-07-31,359,12,-76.0,853.0
320,2013-08-01,0,1,-75.0,853.0
319,2013-08-02,0,1,-77.0,854.0
323,2013-08-03,1,1,-75.0,855.0
322,2013-08-04,1,1,-75.0,857.0
321,2013-08-05,2,1,-75.0,857.0
324,2013-08-06,2,1,-77.0,856.0
325,2013-08-07,3,1,-76.0,857.0
326,2013-08-17,7,1,-76.0,861.0
328,2013-08-18,8,1,-76.0,862.0
330,2013-08-19,8,1,-77.0,863.0
331,2013-08-20,9,1,-75.0,865.0
332,2013-08-21,9,1,-79.0,865.0
333,2013-08-22,10,1,-77.0,865.0
334,2013-08-23,10,1,-76.0,866.0
335,2013-08-24,11,1,-79.0,866.0
337,2013-08-25,11,1,-79.0,866.0
336,2013-08-26,12,1,-77.0,867.0
340,2013-08-27,12,1,-78.0,870.0
338,2013-08-28,13,1,-78.0,870.0
339,2013-08-29,13,1,-78.0,869.0
341,2013-08-30,14,1,-79.0,870.0
343,2013-08-31,14,1,-79.0,870.0
345,2013-09-01,15,1,-79.0,871.0
344,2013-09-02,15,1,-76.0,872.0
342,2013-09-03,16,1,-77.0,874.0
346,2013-09-04,16,1,-77.0,875.0
351,2013-09-05,17,1,-78.0,874.0
347,2013-09-06,17,1,-77.0,873.0
349,2013-09-07,18,1,-78.0,874.0
350,2013-09-08,18,1,-79.0,875.0
348,2013-09-09,19,1,-79.0,875.0
352,2013-09-10,19,1,-78.0,875.0
353,2013-09-11,20,1,-78.0,875.0
354,2013-09-12,20,1,-77.0,876.0
355,2013-09-13,21,1,-76.0,877.0
356,2013-09-14,21,1,-79.0,878.0
357,2013-09-15,22,1,-77.0,878.0
358,2013-09-16,22,1,-78.0,879.0
359,2013-09-18,23,1,-75.0,880.0
360,2013-09-19,23,1,-79.0,880.0
361,2013-09-20,24,1,-79.0,881.0
363,2013-09-21,24,1,-79.0,881.0
362,2013-09-22,25,1,-79.0,882.0
365,2013-09-23,25,1,-78.0,883.0
364,2013-09-24,25,1,-80.0,883.0
367,2013-09-25,26,1,-78.0,884.0
366,2013-09-26,26,1,-82.0,885.0
374,2013-09-27,27,1,-81.0,886.0
370,2013-09-28,27,1,-81.0,887.0
369,2013-09-29,28,1,-80.0,887.0
368,2013-09-30,28,1,-81.0,887.0
373,2013-10-01,29,1,-81.0,888.0
372,2013-10-02,29,1,-82.0,887.0
371,2013-10-03,30,2,-80.0,888.0
376,2013-10-04,30,2,-82.0,888.0
375,2013-10-05,31,2,-79.0,889.0
377,2013-10-06,31,2,-82.0,890.0
378,2013-10-07,32,2,-79.0,889.0
379,2013-10-08,32,2,-82.0,890.0
380,2013-10-09,33,2,-79.0,891.0
381,2013-10-10,33,2,-82.0,891.0
385,2013-10-11,33,2,-80.0,892.0
382,2013-10-12,34,2,-81.0,890.0
384,2013-10-13,34,2,-82.0,891.0
383,2013-10-14,35,2,-81.0,892.0
386,2013-10-15,35,2,-81.0,893.0
393,2013-10-16,36,2,-81.0,893.0
388,2013-10-17,36,2,-79.0,893.0
392,2013-10-18,37,2,-81.0,893.0
391,2013-10-19,37,2,-81.0,894.0
387,2013-10-20,38,2,-82.0,895.0
390,2013-10-21,38,2,-82.0,896.0
389,2013-10-22,39,2,-83.0,895.0
395,2013-10-23,39,2,-80.0,896.0
394,2013-10-24,40,2,-81.0,895.0
397,2013-10-26,40,2,-80.0,896.0
396,2013-10-27,40,2,-81.0,896.0
398,2013-10-28,41,2,-81.0,897.0
399,2013-10-29,41,2,-82.0,898.0
400,2013-10-30,42,2,-79.0,899.0
401,2013-10-31,42,2,-80.0,899.0
404,2013-11-01,43,2,-80.0,899.0
402,2013-11-02,43,2,-81.0,900.0
405,2013-11-03,44,2,-80.0,900.0
403,2013-11-04,44,2,-81.0,901.0
407,2013-11-16,50,2,-84.0,905.0
406,2013-11-17,50,2,-83.0,905.0
409,2013-11-24,53,2,-86.0,906.0
410,2013-11-25,54,2,-84.0,906.0
412,2013-11-26,54,2,-85.0,906.0
415,2013-11-27,55,2,-85.0,907.0
411,2013-11-28,55,2,-84.0,907.0
414,2013-11-29,55,2,-85.0,907.0
413,2013-11-30,56,2,-85.0,908.0
475,2013-12-02,56,2,-85.0,907.0
479,2013-12-03,57,2,-84.0,906.0
416,2013-12-04,57,2,-84.0,907.0
417,2013-12-05,58,2,-86.0,907.0
420,2013-12-06,58,2,-84.0,906.0
419,2013-12-07,59,2,-85.0,906.0
418,2013-12-08,59,2,-85.0,906.0
421,2013-12-09,60,3,-85.0,907.0
422,2013-12-18,64,3,-84.0,904.0
473,2013-12-19,64,3,-85.0,904.0
480,2013-12-20,64,3,-87.0,903.0
423,2013-12-21,65,3,-85.0,904.0
434,2013-12-22,65,3,-87.0,903.0
433,2013-12-23,66,3,-86.0,903.0
427,2013-12-24,66,3,-86.0,903.0
426,2013-12-25,67,3,-84.0,902.0
429,2013-12-26,67,3,-85.0,902.0
431,2013-12-27,68,3,-86.0,900.0
428,2013-12-28,68,3,-85.0,901.0
425,2013-12-29,69,3,-86.0,901.0
424,2013-12-30,69,3,-86.0,901.0
432,2013-12-31,69,3,-84.0,899.0
430,2014-01-01,70,3,-85.0,897.0
435,2014-01-02,70,3,-86.0,898.0
437,2014-01-03,71,3,-87.0,898.0
483,2014-01-04,71,3,-86.0,897.0
436,2014-01-05,72,3,-85.0,895.0
438,2014-01-06,72,3,-85.0,895.0
439,2014-01-08,73,3,-86.0,894.0
440,2014-01-09,73,3,-85.0,894.0
442,2014-01-10,73,3,-83.0,893.0
443,2014-01-11,74,3,-86.0,895.0
441,2014-01-12,74,3,-85.0,892.0
446,2014-01-13,75,3,-85.0,892.0
444,2014-01-14,75,3,-86.0,890.0
445,2014-01-15,76,3,-86.0,889.0
447,2014-01-16,76,3,-86.0,888.0
450,2014-01-17,77,3,-86.0,888.0
449,2014-01-18,77,3,-86.0,888.0
448,2014-01-19,77,3,-86.0,885.0
451,2014-01-20,78,3,-85.0,885.0
452,2014-01-21,78,3,-86.0,884.0
453,2014-01-22,79,3,-86.0,884.0
454,2014-01-23,79,3,-87.0,882.0
455,2014-01-24,80,3,-85.0,881.0
458,2014-01-25,80,3,-85.0,881.0
457,2014-01-26,81,3,-85.0,880.0
456,2014-01-27,81,3,-87.0,878.0
459,2014-01-28,82,3,-87.0,878.0
460,2014-01-29,82,3,-86.0,877.0
461,2014-01-30,82,3,-86.0,876.0
462,2014-01-31,83,3,-87.0,875.0
463,2014-02-01,83,3,-87.0,873.0
465,2014-02-02,84,3,-87.0,872.0
464,2014-02-03,84,3,-88.0,872.0
466,2014-02-04,85,3,-87.0,871.0
467,2014-02-05,85,3,-86.0,869.0
468,2014-02-06,86,3,-88.0,868.0
470,2014-02-07,86,3,-83.0,867.0
469,2014-02-08,86,3,-83.0,865.0
472,2014-02-09,87,3,-85.0,865.0
476,2014-02-10,87,3,-85.0,864.0
481,2014-02-11,88,3,-84.0,862.0
482,2014-02-12,88,3,-84.0,861.0
477,2014-02-13,89,3,-85.0,859.0
486,2014-02-15,89,3,-84.0,858.0
487,2014-02-16,90,4,-86.0,857.0
490,2014-02-17,90,4,-85.0,856.0
489,2014-02-18,91,4,-85.0,855.0
488,2014-02-19,91,4,-85.0,853.0
491,2014-02-20,91,4,-86.0,852.0
492,2014-02-21,92,4,-87.0,851.0
494,2014-02-22,92,4,-85.0,850.0
495,2014-02-23,93,4,-85.0,848.0
493,2014-02-24,93,4,-86.0,847.0
496,2014-02-25,94,4,-84.0,845.0
497,2014-02-26,94,4,-84.0,843.0
499,2014-02-27,95,4,-85.0,843.0
501,2014-02-28,95,4,-85.0,842.0
498,2014-03-01,96,4,-85.0,840.0
500,2014-03-02,96,4,-85.0,839.0
502,2014-03-03,96,4,-85.0,838.0
503,2014-03-04,97,4,-86.0,836.0
504,2014-03-05,97,4,-85.0,835.0
506,2014-03-06,98,4,-85.0,834.0
505,2014-03-07,98,4,-87.0,833.0
509,2014-03-08,99,4,-86.0,831.0
508,2014-03-09,99,4,-85.0,830.0
507,2014-03-10,100,4,-86.0,829.0
510,2014-03-11,100,4,-86.0,827.0
511,2014-03-12,101,4,-86.0,825.0
512,2014-03-13,101,4,-85.0,825.0
513,2014-03-14,102,4,-84.0,823.0
515,2014-03-15,102,4,-84.0,821.0
514,2014-03-16,102,4,-85.0,820.0
516,2014-03-17,103,4,-84.0,819.0
517,2014-03-18,103,4,-85.0,817.0
518,2014-03-19,104,4,-82.0,816.0
520,2014-03-20,104,4,-84.0,815.0
519,2014-03-21,105,4,-84.0,813.0
521,2014-03-22,105,4,-83.0,812.0
522,2014-03-24,106,4,-82.0,811.0
523,2014-03-25,106,4,-83.0,810.0
524,2014-03-26,107,4,-84.0,808.0
525,2014-03-27,107,4,-84.0,807.0
526,2014-03-28,108,4,-82.0,806.0
528,2014-03-29,108,4,-82.0,804.0
527,2014-03-30,109,4,-83.0,802.0
529,2014-03-31,109,4,-82.0,802.0
530,2014-04-01,109,4,-85.0,801.0
532,2014-04-02,110,4,-84.0,799.0
531,2014-04-03,110,4,-85.0,798.0
535,2014-04-04,111,4,-82.0,797.0
533,2014-04-05,111,4,-82.0,795.0
534,2014-04-06,112,4,-83.0,795.0
536,2014-04-07,112,4,-83.0,795.0
537,2014-04-08,113,4,-83.0,793.0
538,2014-04-09,113,4,-83.0,792.0
539,2014-04-10,114,4,-82.0,791.0
540,2014-04-11,114,4,-84.0,790.0
542,2014-04-12,115,4,-84.0,787.0
543,2014-04-13,115,4,-84.0,788.0
541,2014-04-14,116,4,-81.0,787.0
544,2014-04-15,116,4,-82.0,785.0
545,2014-04-16,117,4,-82.0,784.0
548,2014-04-17,117,4,-83.0,783.0
546,2014-04-18,118,4,-84.0,782.0
547,2014-04-19,118,4,-83.0,781.0
549,2014-04-20,118,4,-84.0,780.0
550,2014-04-21,119,4,-83.0,779.0
551,2014-04-22,119,4,-85.0,777.0
552,2014-04-23,120,5,-84.0,777.0
554,2014-04-24,120,5,-85.0,776.0
555,2014-04-25,121,5,-84.0,775.0
553,2014-04-26,121,5,-85.0,774.0
556,2014-04-27,122,5,-84.0,773.0
557,2014-04-28,122,5,-82.0,772.0
558,2014-04-29,123,5,-83.0,771.0
559,2014-05-01,123,5,-82.0,769.0
561,2014-05-02,124,5,-84.0,769.0
562,2014-05-03,124,5,-83.0,769.0
560,2014-05-04,125,5,-82.0,766.0
563,2014-05-05,125,5,-83.0,765.0
564,2014-05-06,126,5,-82.0,765.0
565,2014-05-07,126,5,-84.0,763.0
566,2014-05-08,127,5,-83.0,763.0
568,2014-05-09,127,5,-82.0,762.0
569,2014-05-10,128,5,-81.0,761.0
567,2014-05-11,128,5,-82.0,760.0
570,2014-05-12,129,5,-82.0,759.0
571,2014-05-13,129,5,-81.0,759.0
572,2014-05-14,130,5,-84.0,759.0
573,2014-05-15,130,5,-82.0,757.0
576,2014-05-16,131,5,-81.0,756.0
575,2014-05-17,131,5,-79.0,755.0
574,2014-05-18,132,5,-81.0,754.0
577,2014-05-19,132,5,-82.0,753.0
578,2014-05-20,133,5,-82.0,754.0
582,2014-05-21,133,5,-81.0,752.0
580,2014-05-22,134,5,-80.0,752.0
579,2014-05-23,134,5,-80.0,751.0
581,2014-05-24,135,5,-80.0,750.0
583,2014-05-25,135,5,-81.0,750.0
584,2014-05-26,136,5,-81.0,749.0
585,2014-05-27,136,5,-80.0,749.0
586,2014-05-28,137,5,-80.0,748.0
588,2014-05-29,137,5,-80.0,748.0
589,2014-05-30,138,5,-81.0,746.0
587,2014-05-31,138,5,-81.0,746.0
590,2014-06-01,139,5,-79.0,746.0
591,2014-06-02,139,5,-80.0,746.0
592,2014-06-03,140,5,-79.0,745.0
593,2014-06-04,140,5,-80.0,743.0
595,2014-06-05,141,5,-80.0,743.0
594,2014-06-07,141,5,-79.0,745.0
596,2014-06-08,142,5,-80.0,744.0
597,2014-06-09,142,5,-79.0,742.0
598,2014-06-10,143,5,-77.0,741.0
599,2014-06-11,143,5,-80.0,740.0
600,2014-06-12,144,5,-79.0,739.0
602,2014-06-13,144,5,-79.0,739.0
603,2014-06-14,145,5,-77.0,738.0
601,2014-06-15,145,5,-78.0,735.0
604,2014-06-16,146,5,-76.0,735.0
605,2014-06-17,146,5,-77.0,735.0
609,2014-06-18,147,5,-77.0,734.0
607,2014-06-19,147,5,-78.0,732.0
610,2014-06-20,148,5,-78.0,735.0
608,2014-06-21,148,5,-77.0,736.0
606,2014-06-22,149,5,-76.0,736.0
611,2014-06-23,150,6,-75.0,734.0
613,2014-06-24,150,6,-84.0,735.0
612,2014-06-25,151,6,-79.0,737.0
614,2014-06-26,151,6,-79.0,740.0
615,2014-06-27,152,6,-78.0,739.0
616,2014-06-28,152,6,-78.0,738.0
617,2014-06-29,153,6,-80.0,739.0
618,2014-06-30,153,6,-80.0,740.0
619,2014-07-01,154,6,-80.0,738.0
622,2014-07-02,154,6,-78.0,737.0
621,2014-07-03,155,6,-77.0,739.0
624,2014-07-04,155,6,-77.0,738.0
620,2014-07-05,156,6,-76.0,740.0
623,2014-07-06,156,6,-79.0,738.0
625,2014-07-07,157,6,-77.0,739.0
626,2014-07-08,158,6,-79.0,741.0
627,2014-07-09,158,6,-75.0,741.0
628,2014-07-10,159,6,-77.0,740.0
629,2014-07-11,159,6,-76.0,738.0
630,2014-07-12,160,6,-77.0,739.0
631,2014-07-14,160,6,-77.0,741.0
632,2014-07-15,161,6,-76.0,742.0
633,2014-07-16,161,6,-77.0,741.0
634,2014-07-17,162,6,-76.0,741.0
637,2014-07-18,162,6,-76.0,742.0
636,2014-07-19,163,6,-76.0,741.0
635,2014-07-20,164,6,-75.0,740.0
638,2014-07-21,164,6,-76.0,741.0
639,2014-07-22,165,6,-75.0,743.0
640,2014-07-23,165,6,-74.0,743.0
641,2014-07-24,166,6,-77.0,743.0
642,2014-07-25,166,6,-76.0,744.0
643,2014-07-26,167,6,-75.0,745.0
644,2014-07-27,167,6,-77.0,745.0
645,2014-07-28,168,6,-76.0,745.0
646,2014-07-29,169,6,-75.0,747.0
647,2014-07-30,169,6,-75.0,747.0
648,2014-07-31,170,6,-76.0,746.0
650,2014-08-01,170,6,-76.0,748.0
651,2014-08-02,171,6,-76.0,749.0
649,2014-08-03,171,6,-76.0,749.0
652,2014-08-04,172,6,-73.0,750.0
653,2014-08-05,172,6,-77.0,751.0
654,2014-08-06,173,6,-75.0,751.0
658,2014-08-07,174,6,-77.0,752.0
656,2014-08-08,174,6,-76.0,754.0
